symbol,direction,scenario_id,scenario_name,entry_price,stop_loss,take_profit,issued_at_tehran,status,outcome,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source
XAUT-USDT,SHORT,S2,ایاپتوس (Iapetus),4402.87000000,4578.98480000,0.00000000,2026-09-07 07:14:59,OPEN,,,,,,10.00,,"[FAIL] Candle Strength 15m: BS15=1.000 [too high - likely end of move];[FAIL] Candle Strength 5m: BS5=1.000 [too high];[PASS] EMA Trend 1h: EMA21=4415.59, EMA50=4420.90;[FAIL] EMA Trend 4h: EMA21=4422.91, EMA50=4436.97, EMA200=4366.17;[PASS] RSI 30m: RSI=38.56;[PASS] MACD 30m: MACD_hist=-1.2370;[FAIL] Smart Pullback: price=4402.8700 EMA=4411.5447 RSI=38.6 BS=1.000;[PASS] ADX: ADX=31.25 [>22], DI+=14.84, DI-=33.26;[FAIL] CCI Momentum: CCI=-105.81;[FAIL] SAR: SAR=4402.8700, price=4402.8700;[FAIL] Stochastic: K=40.37 D=40.37;[FAIL] EMA Rejection: No rejection;[PASS] Resistance Test: Tested;[PASS] Pullback: Detected;[PASS] Double Top/Bottom: Pattern=double_top;[FAIL] Range Filter: EMA diff=0.0012 [>0.005];[PASS] Combined Range Filter: diff=0.0012, ADX=31.25, mode=AND"
XAUT-USDT,SHORT,S3,کرونوس (Cronus),4402.87000000,4578.98480000,0.00000000,2026-09-07 07:15:01,OPEN,,,,,,10.00,,"[FAIL] Candle Strength 15m: BS15=1.000 [too high - likely end of move];[FAIL] Candle Strength 5m: BS5=1.000 [too high];[PASS] EMA Trend 1h: EMA21=4415.59, EMA50=4420.90;[FAIL] EMA Trend 4h: EMA21=4422.91, EMA50=4436.97, EMA200=4366.17;[PASS] RSI 30m: RSI=38.56;[PASS] MACD 30m: MACD_hist=-1.2370;[FAIL] Smart Pullback: price=4402.8700 EMA=4411.5447 RSI=38.6 BS=1.000;[PASS] ADX: ADX=31.25 [>22], DI+=14.84, DI-=33.26;[FAIL] CCI Momentum: CCI=-105.81;[FAIL] SAR: SAR=4402.8700, price=4402.8700;[FAIL] Stochastic: K=40.37 D=40.37;[FAIL] EMA Rejection: No rejection;[PASS] Resistance Test: Tested;[PASS] Pullback: Detected;[PASS] Double Top/Bottom: Pattern=double_top;[FAIL] Range Filter: EMA diff=0.0012 [>0.005];[PASS] Combined Range Filter: diff=0.0012, ADX=31.25, mode=AND"
XAUT-USDT,SHORT,B2,اطلس (Atlas),4402.87000000,4578.98480000,0.00000000,2026-09-07 07:15:02,OPEN,,,,,,10.00,,"[FAIL] Candle Strength 15m: BS15=1.000 [too high - likely end of move];[FAIL] Candle Strength 5m: BS5=1.000 [too high];[PASS] EMA Trend 1h: EMA21=4415.59, EMA50=4420.90;[FAIL] EMA Trend 4h: EMA21=4422.91, EMA50=4436.97, EMA200=4366.17;[PASS] RSI 30m: RSI=38.56;[PASS] MACD 30m: MACD_hist=-1.2370;[FAIL] Smart Pullback: price=4402.8700 EMA=4411.5447 RSI=38.6 BS=1.000;[PASS] ADX: ADX=31.25 [>22], DI+=14.84, DI-=33.26;[FAIL] CCI Momentum: CCI=-105.81;[FAIL] SAR: SAR=4402.8700, price=4402.8700;[FAIL] Stochastic: K=40.37 D=40.37;[FAIL] EMA Rejection: No rejection;[PASS] Resistance Test: Tested;[PASS] Pullback: Detected;[PASS] Double Top/Bottom: Pattern=double_top;[FAIL] Range Filter: EMA diff=0.0012 [>0.005];[FAIL] Combined Range Filter: diff=0.0012, ADX=31.25, mode=OR"
NEAR-USDT,LONG,S1,پرومتئوس (Prometheus),2.39970000,2.30371200,0.00000000,2026-09-07 07:15:05,OPEN,,,,,,10.00,,"[FAIL] Candle Strength 15m: BS15=1.000 [too high - likely end of move];[FAIL] Candle Strength 5m: BS5=1.000 [too high];[PASS] EMA Trend 1h: EMA21=2.38, EMA50=2.29;[PASS] EMA Trend 4h: EMA21=2.22, EMA50=2.08, EMA200=1.86;[PASS] RSI 30m: RSI=50.54;[FAIL] MACD 30m: MACD_hist=-0.0084;[FAIL] Smart Pullback: price=2.3997 EMA=2.4024 RSI=50.5 BS=1.000;[PASS] ADX: ADX=26.31 [>22], DI+=24.33, DI-=18.18;[FAIL] CCI Momentum: CCI=-43.72;[PASS] SAR: SAR=2.3933, price=2.3997;[FAIL] Stochastic: K=34.29 D=34.29;[FAIL] EMA Rejection: No rejection;[FAIL] Resistance Test: No test;[PASS] Pullback: Detected;[FAIL] Double Top/Bottom: No pattern;[PASS] Range Filter: EMA diff=0.0159 [>0.005];[PASS] Combined Range Filter: diff=0.0159, ADX=26.31, mode=AND"
NEAR-USDT,LONG,S3,کرونوس (Cronus),2.39970000,2.30371200,0.00000000,2026-09-07 07:15:06,OPEN,,,,,,10.00,,"[FAIL] Candle Strength 15m: BS15=1.000 [too high - likely end of move];[FAIL] Candle Strength 5m: BS5=1.000 [too high];[PASS] EMA Trend 1h: EMA21=2.38, EMA50=2.29;[PASS] EMA Trend 4h: EMA21=2.22, EMA50=2.08, EMA200=1.86;[PASS] RSI 30m: RSI=50.54;[FAIL] MACD 30m: MACD_hist=-0.0084;[FAIL] Smart Pullback: price=2.3997 EMA=2.4024 RSI=50.5 BS=1.000;[PASS] ADX: ADX=26.31 [>22], DI+=24.33, DI-=18.18;[FAIL] CCI Momentum: CCI=-43.72;[PASS] SAR: SAR=2.3933, price=2.3997;[FAIL] Stochastic: K=34.29 D=34.29;[FAIL] EMA Rejection: No rejection;[FAIL] Resistance Test: No test;[PASS] Pullback: Detected;[FAIL] Double Top/Bottom: No pattern;[PASS] Range Filter: EMA diff=0.0159 [>0.005];[PASS] Combined Range Filter: diff=0.0159, ADX=26.31, mode=AND"
NEAR-USDT,LONG,B1,هایپریون (Hyperion),2.39970000,2.30371200,0.00000000,2026-09-07 07:15:08,OPEN,,,,,,10.00,,"[FAIL] Candle Strength 15m: BS15=1.000 [too high - likely end of move];[FAIL] Candle Strength 5m: BS5=1.000 [too high];[PASS] EMA Trend 1h: EMA21=2.38, EMA50=2.29;[PASS] EMA Trend 4h: EMA21=2.22, EMA50=2.08, EMA200=1.86;[PASS] RSI 30m: RSI=50.54;[FAIL] MACD 30m: MACD_hist=-0.0084;[FAIL] Smart Pullback: price=2.3997 EMA=2.4024 RSI=50.5 BS=1.000;[PASS] ADX: ADX=26.31 [>22], DI+=24.33, DI-=18.18;[FAIL] CCI Momentum: CCI=-43.72;[PASS] SAR: SAR=2.3933, price=2.3997;[FAIL] Stochastic: K=34.29 D=34.29;[FAIL] EMA Rejection: No rejection;[FAIL] Resistance Test: No test;[PASS] Pullback: Detected;[FAIL] Double Top/Bottom: No pattern;[PASS] Range Filter: EMA diff=0.0159 [>0.005];[PASS] Combined Range Filter: diff=0.0159, ADX=26.31, mode=OR"
DOT-USDT,LONG,S1,پرومتئوس (Prometheus),0.97070000,0.93187200,0.00000000,2026-09-07 07:15:09,OPEN,,,,,,10.00,,"[PASS] Candle Strength 15m: BS15=0.661 [>= 0.6];[FAIL] Candle Strength 5m: BS5=0.136 [>= 0.6];[PASS] EMA Trend 1h: EMA21=0.97, EMA50=0.94;[PASS] EMA Trend 4h: EMA21=0.92, EMA50=0.90, EMA200=0.85;[FAIL] RSI 30m: RSI=47.92;[FAIL] MACD 30m: MACD_hist=-0.0024;[PASS] Smart Pullback: price=0.9707 EMA=0.9784 RSI=47.9 BS=0.661;[PASS] ADX: ADX=30.46 [>22], DI+=31.11, DI-=22.49;[FAIL] CCI Momentum: CCI=-36.09;[FAIL] SAR: SAR=0.9742, price=0.9707;[FAIL] Stochastic: K=8.36 D=8.36;[PASS] EMA Rejection: Rejected;[FAIL] Resistance Test: No test;[FAIL] Pullback: No pullback;[FAIL] Double Top/Bottom: No pattern;[PASS] Range Filter: EMA diff=0.0157 [>0.005];[PASS] Combined Range Filter: diff=0.0157, ADX=30.46, mode=AND"
DOT-USDT,LONG,S3,کرونوس (Cronus),0.97070000,0.93187200,0.00000000,2026-09-07 07:15:11,OPEN,,,,,,10.00,,"[PASS] Candle Strength 15m: BS15=0.661 [>= 0.6];[FAIL] Candle Strength 5m: BS5=0.136 [>= 0.6];[PASS] EMA Trend 1h: EMA21=0.97, EMA50=0.94;[PASS] EMA Trend 4h: EMA21=0.92, EMA50=0.90, EMA200=0.85;[FAIL] RSI 30m: RSI=47.92;[FAIL] MACD 30m: MACD_hist=-0.0024;[PASS] Smart Pullback: price=0.9707 EMA=0.9784 RSI=47.9 BS=0.661;[PASS] ADX: ADX=30.46 [>22], DI+=31.11, DI-=22.49;[FAIL] CCI Momentum: CCI=-36.09;[FAIL] SAR: SAR=0.9742, price=0.9707;[FAIL] Stochastic: K=8.36 D=8.36;[PASS] EMA Rejection: Rejected;[FAIL] Resistance Test: No test;[FAIL] Pullback: No pullback;[FAIL] Double Top/Bottom: No pattern;[PASS] Range Filter: EMA diff=0.0157 [>0.005];[PASS] Combined Range Filter: diff=0.0157, ADX=30.46, mode=AND"
DOT-USDT,LONG,B1,هایپریون (Hyperion),0.97070000,0.93187200,0.00000000,2026-09-07 07:15:12,OPEN,,,,,,10.00,,"[PASS] Candle Strength 15m: BS15=0.661 [>= 0.6];[FAIL] Candle Strength 5m: BS5=0.136 [>= 0.6];[PASS] EMA Trend 1h: EMA21=0.97, EMA50=0.94;[PASS] EMA Trend 4h: EMA21=0.92, EMA50=0.90, EMA200=0.85;[FAIL] RSI 30m: RSI=47.92;[FAIL] MACD 30m: MACD_hist=-0.0024;[PASS] Smart Pullback: price=0.9707 EMA=0.9784 RSI=47.9 BS=0.661;[PASS] ADX: ADX=30.46 [>22], DI+=31.11, DI-=22.49;[FAIL] CCI Momentum: CCI=-36.09;[FAIL] SAR: SAR=0.9742, price=0.9707;[FAIL] Stochastic: K=8.36 D=8.36;[PASS] EMA Rejection: Rejected;[FAIL] Resistance Test: No test;[FAIL] Pullback: No pullback;[FAIL] Double Top/Bottom: No pattern;[PASS] Range Filter: EMA diff=0.0157 [>0.005];[PASS] Combined Range Filter: diff=0.0157, ADX=30.46, mode=OR"
LINK-USDT,LONG,S1,پرومتئوس (Prometheus),13.00260000,12.48249600,0.00000000,2026-09-07 07:15:14,OPEN,,,,,,10.00,,"[PASS] Candle Strength 15m: BS15=0.616 [>= 0.6];[PASS] Candle Strength 5m: BS5=0.616 [>= 0.6];[PASS] EMA Trend 1h: EMA21=12.68, EMA50=12.33;[PASS] EMA Trend 4h: EMA21=12.13, EMA50=11.78, EMA200=10.41;[PASS] RSI 30m: RSI=60.06;[FAIL] MACD 30m: MACD_hist=-0.0202;[FAIL] Smart Pullback: price=13.0026 EMA=12.8810 RSI=60.1 BS=0.616;[PASS] ADX: ADX=43.51 [>22], DI+=41.48, DI-=16.83;[PASS] CCI Momentum: CCI=27.06;[FAIL] SAR: SAR=13.0155, price=13.0026;[FAIL] Stochastic: K=38.79 D=38.79;[FAIL] EMA Rejection: No rejection;[FAIL] Resistance Test: No test;[FAIL] Pullback: No pullback;[FAIL] Double Top/Bottom: No pattern;[PASS] Range Filter: EMA diff=0.0221 [>0.005];[PASS] Combined Range Filter: diff=0.0221, ADX=43.51, mode=AND"
